FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00383	HG00383	-0.00891011	-0.0259051	0.0114263	-0.0136735	0.0191223	0.0206611	-0.0322466	0.0120481	-0.0355318	-0.0265156
HG00384	HG00384	-0.0113039	-0.0249317	0.0188066	-0.0177754	-0.0241213	0.020071	-0.0374911	0.0132745	-0.0416769	0.0284779
HG00403	HG00403	-0.0161416	0.0331952	0.00347618	-0.0152576	-0.0258504	-0.00394984	0.0142902	-0.00172997	-0.0132993	-0.000140129
HG00404	HG00404	-0.0159665	0.0351613	0.00486237	-0.0191136	0.0107817	0.00663208	0.0186347	-0.0085471	-0.0113727	0.00125307
HG00406	HG00406	-0.0173377	0.0326489	0.00274289	-0.0250454	-0.00592092	-0.0113136	0.0179684	-0.00792817	-0.00244084	-0.000150781
HG00407	HG00407	-0.0173414	0.0346807	-0.00399435	-0.0205278	0.000953951	0.0150208	0.00504307	-0.0388946	0.0048935	-0.0155563
HG00409	HG00409	-0.0177901	0.0328746	0.00513219	-0.0247293	0.0121119	0.0116149	-0.00435488	-0.029244	0.00438653	0.00139137
HG00410	HG00410	-0.0167662	0.0326721	0.00951682	-0.0095867	0.0179049	-0.0157725	0.012681	0.0147934	-0.000284701	-0.00190538
HG00419	HG00419	-0.0162477	0.0346435	0.00895363	-0.0125159	-0.0280731	-0.0183122	-0.00720783	-0.00481719	-0.00233504	-0.0149923
HG00421	HG00421	-0.015779	0.0330323	0.0059441	-0.0116478	0.00908995	-0.00472229	0.0113273	-0.0414073	-0.0100238	0.000632413
HG00422	HG00422	-0.0156641	0.0341435	0.00320256	-0.0165034	0.0199418	0.00934113	0.00456985	-0.0103818	0.00787059	-0.0213867
HG00428	HG00428	-0.0176259	0.0311176	0.0084495	-0.0149358	0.0164629	0.00936292	0.000591393	0.00980847	-0.0111602	0.00187085
HG00436	HG00436	-0.0175194	0.036363	0.00725472	-0.0194583	-0.0132872	-0.00150025	0.00609465	-0.00201727	-0.0230255	-0.0137398
HG00437	HG00437	-0.0172724	0.0315297	0.00404221	-0.0106949	-0.0253781	-0.00504905	0.00562353	0.0125816	0.01499	-0.0360626
HG00442	HG00442	-0.0180068	0.0343193	-0.00327491	-0.0129969	-0.000377186	0.0109069	0.0185433	-0.0216977	0.0129443	0.00164838
HG00443	HG00443	-0.0170514	0.0271408	-0.00184173	-0.0173639	-0.024914	-0.0316404	-0.00598989	-0.0176484	-0.00872148	0.0114156
HG00445	HG00445	-0.0185132	0.0345773	0.00868666	-0.0165219	-0.0144308	-0.0155487	0.00464818	0.00874454	-0.00561358	0.00634261
HG00446	HG00446	-0.01728	0.0316689	0.00479264	-0.0121759	0.0206797	0.00382492	0.00278983	-0.00517637	-0.0108105	-0.0168725
HG00448	HG00448	-0.0173379	0.0338338	0.00254766	-0.0141426	0.00710493	-0.0266961	0.00647404	-0.0235339	-0.0320836	-0.010145
HG00449	HG00449	-0.0158948	0.0290781	0.00717136	-0.0203142	-0.0130253	0.00710455	0.0137031	-0.0072832	0.0102544	-0.00547653
HG00451	HG00451	-0.015999	0.0357707	0.00209778	-0.0151435	0.0191739	0.00601089	-0.0037609	0.0310197	0.00599356	-0.026432
HG00452	HG00452	-0.0174286	0.0361975	0.00494234	-0.0144196	-0.00251399	0.0266831	-0.00743728	-0.02147	-0.00511138	0.0018376
HG00457	HG00457	-0.017954	0.0353847	0.00729253	-0.0176425	0.00252743	0.0168308	-0.0180678	-0.00330163	-0.00906544	-0.0109805
HG00458	HG00458	-0.0168813	0.0337349	0.000112233	-0.0185049	0.0119683	-0.00997039	-0.0118709	-3.18715e-05	-0.0316537	-0.0019734
HG00463	HG00463	-0.0187591	0.0309631	0.00811891	-0.0138287	0.0109555	-0.00684284	0.017933	-0.00531945	-0.0210091	0.0142261
HG00464	HG00464	-0.0167944	0.032237	0.00296942	-0.00554958	0.00790461	0.0114861	-0.00292629	0.0187479	0.0367736	0.0154506
HG00472	HG00472	-0.0170722	0.0334026	0.0100139	-0.015019	0.00263874	-0.000518126	-0.0125401	0.0158545	-0.00616767	0.0266563
HG00473	HG00473	-0.0169543	0.032859	0.00643053	-0.014252	-0.0144417	-0.00284047	-0.00900749	-0.00867128	-0.00666274	-0.0302679
HG00475	HG00475	-0.0172963	0.032608	0.00629779	-0.0255602	0.0152078	0.0165537	-0.005127	0.00599282	0.0225102	0.0133158
HG00476	HG00476	-0.0174876	0.0324629	0.0121479	-0.0126948	-0.00537245	0.0150248	-0.0065	0.0150498	0.0122681	0.00678594
HG00478	HG00478	-0.0161556	0.0372748	0.00475839	-0.0214984	-0.0116657	0.000523895	-0.0127219	-0.00589655	-0.00547296	0.0185806
HG00479	HG00479	-0.0169121	0.0378354	-0.00112597	-0.0133246	0.0208883	-0.017399	0.00494466	-0.0162651	-0.0255532	0.0304818
HG00500	HG00500	-0.019028	0.0361189	0.00798667	-0.0195967	0.00252968	0.00295545	-0.0109252	0.0162668	-0.0198438	0.0140659
HG00513	HG00513	-0.0180721	0.0307946	0.00132914	-0.0197865	-0.00759294	0.0173296	-0.00971924	-0.0276347	-0.0105191	-0.0392122
HG00524	HG00524	-0.0165186	0.0329833	0.00856272	-0.012416	-0.00505151	0.0090731	0.00910141	-0.0197519	-0.0131853	-0.0125758
HG00525	HG00525	-0.0177232	0.0310921	0.00506595	-0.0206085	0.0120367	0.0106927	0.000115609	-0.0216977	0.0182442	0.0177816
HG00530	HG00530	-0.017768	0.0344087	-0.00224738	-0.0167828	0.0190804	-0.0175228	0.0120916	-0.00192867	-0.0343738	0.00254933
HG00531	HG00531	-0.0182742	0.0324547	0.000159596	-0.0212575	-0.000117221	-0.000221868	-0.00583117	0.00637504	0.0361039	0.022259
HG00533	HG00533	-0.017893	0.0335073	0.00867165	-0.018218	0.00137121	-0.00338939	-0.00585732	-0.0215061	-0.0109457	0.00531721
HG00534	HG00534	-0.0168873	0.0294188	0.00126565	-0.0188677	-0.00838402	0.0248596	-0.0139789	0.0252739	-0.00695089	0.0168137
HG00536	HG00536	-0.0180818	0.0364454	0.0016155	-0.0152261	-0.0144313	-0.0043834	0.00325993	-0.0123265	-0.0152829	0.0126523
HG00537	HG00537	-0.0151431	0.0313712	0.000822738	-0.012871	0.00615957	-0.000314329	0.00713713	-0.014296	0.0468273	0.00622976
HG00542	HG00542	-0.0167873	0.0355906	0.00170358	-0.0201864	0.00884497	0.0224598	-0.0183927	0.00170534	0.0167217	-0.00907809
HG00543	HG00543	-0.016432	0.0320837	0.00326138	-0.0148943	-0.00278196	-0.00627014	-0.0344665	0.0108418	0.000320117	0.0294654
HG00551	HG00551	-0.00290101	-0.0131164	0.0181405	0.00357282	0.0116555	-0.0385712	0.0619442	-0.0248673	0.000466258	-0.00308662
HG00553	HG00553	-0.00984132	-0.01264	0.0300812	0.0122965	-0.0252796	-0.0307337	0.0132498	-0.00436699	-0.0041633	0.015529
HG00554	HG00554	9.81288e-05	-0.00528991	0.0203725	-8.3252e-06	0.0106102	-0.0274179	0.0287101	-0.0587821	0.0100344	-0.0108383
HG00556	HG00556	-0.0171003	0.0347363	0.00183521	-0.0130573	-0.00224807	0.00930785	0.00697684	-0.0104797	-0.00605239	0.00462101
HG00557	HG00557	-0.016277	0.0336905	0.00303864	-0.0182487	-0.00454321	-0.0260613	0.00293495	-0.0160009	-0.00305698	0.0378046
HG00559	HG00559	-0.0167643	0.0335131	0.00831496	-0.0125104	-0.0011916	-0.0329767	0.00868376	0.0053245	-0.00916689	-0.000166447
HG00560	HG00560	-0.0167141	0.0322893	-0.000904848	-0.0186934	-0.0233868	0.00563985	0.00438406	-0.00334831	0.00226386	0.00913375
HG00565	HG00565	-0.0166721	0.0356436	0.00400832	-0.0183506	-0.00567744	0.023093	0.0184386	-0.0272682	0.00335511	-0.0177539
HG00566	HG00566	-0.0176233	0.034043	-0.000963882	-0.0130102	0.0143363	0.00428348	0.0133177	0.00633808	0.00188575	-0.00304825
HG00580	HG00580	-0.0171687	0.030141	0.00258125	-0.0176171	0.0128134	-0.0277773	-0.00330945	-0.0168146	0.00682779	0.0169547
HG00581	HG00581	-0.0183483	0.0327203	0.00374002	-0.0182238	-0.0165716	0.00163085	-0.0174292	-0.000859073	0.014067	-0.0132647
HG00583	HG00583	-0.0180673	0.0333113	0.00706285	-0.0173787	-0.0213741	-0.0179023	-0.00420465	-0.00629141	-0.018407	0.000861983
HG00584	HG00584	-0.0180302	0.0325125	0.00603971	-0.0132522	-0.0029023	0.0283423	0.000148062	-0.0115925	0.0120487	-0.00486524
HG00589	HG00589	-0.0162363	0.0304462	0.00755333	-0.014534	-0.0243458	-0.00547069	0.0247989	0.0133954	-0.00253219	0.00416987
HG00590	HG00590	-0.0170531	0.03227	0.00296901	-0.0171921	-0.00230469	-0.0147514	-0.00965723	-0.00882402	-0.017773	0.0195138
HG00592	HG00592	-0.0172428	0.0348711	0.00567777	-0.0118821	0.00620851	0.0168757	0.0238917	0.00101069	-0.0395544	-0.00596337
HG00593	HG00593	-0.0162147	0.0327587	0.00340618	-0.0147096	-0.0158103	-0.00671158	-0.0152183	-0.00023627	0.00122233	0.00388285
HG00595	HG00595	-0.0171866	0.0340649	0.00766478	-0.0147054	0.0038727	-0.010505	0.0166082	0.0140894	-0.0213397	-0.00565189
HG00596	HG00596	-0.0185089	0.0366454	0.00358674	-0.0115182	0.015892	0.0147195	-0.00679774	0.0305611	-0.000251442	0.0173162
HG00598	HG00598	-0.0184449	0.0356245	0.00686797	-0.0150448	0.00100067	0.0168558	-0.000571012	0.0205039	0.0118396	0.00335893
HG00599	HG00599	-0.0167986	0.0308788	0.00511409	-0.0124039	-0.00393396	-0.0117034	0.0200039	-0.0043817	-0.0209427	-0.00916988
HG00607	HG00607	-0.0182259	0.0335187	0.00738117	-0.0160126	-0.0117169	0.0202961	-0.0161389	-0.0199938	0.0035629	-0.0365278
HG00608	HG00608	-0.0162664	0.0333736	0.00958216	-0.0147288	0.00765475	-0.0130988	-0.014435	0.00519051	-0.0142257	0.0273557
HG00610	HG00610	-0.0174562	0.0339469	0.00695074	-0.0122855	-0.000945993	-0.00312478	-0.0218213	-0.0176869	0.0188157	0.00699247
HG00611	HG00611	-0.0178465	0.0356138	0.000518524	-0.00830865	0.0102833	-0.0187096	-0.00834788	-0.0105704	-0.00356317	-0.0335177
HG00613	HG00613	-0.015474	0.0336995	0.00511815	-0.0134627	-0.0218302	-0.0167719	-0.0249202	0.00430006	-0.00124747	-0.0149318
HG00614	HG00614	-0.0171551	0.0336429	0.00581559	-0.0203798	0.0144589	0.0167284	0.00840803	-0.00450434	-0.0161867	0.0101285
HG00619	HG00619	-0.0167838	0.0329247	0.0027955	-0.015875	0.0124252	0.00429193	-6.91891e-05	0.0151938	0.00242447	-0.0232867
HG00620	HG00620	-0.0178993	0.0338798	-0.00209187	-0.0154642	-0.00722679	0.0179105	-0.00404433	-0.0105086	0.00830389	-0.0122728
HG00622	HG00622	-0.0160568	0.0343223	0.00873536	-0.0124471	-0.000353917	-0.0105919	-0.0161408	0.0164086	0.00329016	-0.024419
HG00623	HG00623	-0.0168262	0.0324848	0.00282047	-0.0113037	0.0322356	0.00385889	0.0151637	0.00709065	0.0155048	-0.0151783
HG00625	HG00625	-0.0171726	0.03068	-0.00184011	-0.0145282	0.00465495	-0.0128327	-0.0331416	-0.0166692	0.00720533	0.0217945
HG00626	HG00626	-0.0175898	0.0339133	0.00805451	-0.0131204	-0.00542096	0.0112439	-0.00652872	-0.00601739	0.00807205	0.011614
HG00628	HG00628	-0.0175883	0.0335491	0.00750838	-0.0133055	-0.0179737	-0.0167921	-0.0170105	0.0209701	0.004641	-0.00452213
HG00629	HG00629	-0.0186541	0.0349413	0.0108869	-0.0174477	-0.00202398	-0.0161815	-0.00886234	0.00633668	0.0265794	-0.00464962
HG00631	HG00631	-0.0172239	0.0340082	0.0014745	-0.012579	-0.0105666	0.010015	0.00164551	0.0396614	-0.00833293	0.0341106
HG00632	HG00632	-0.0168176	0.0314099	0.00551721	-0.0144736	0.0147211	-0.00588738	0.0138101	0.0353006	0.00250073	0.0173425
HG00634	HG00634	-0.0155967	0.0353581	-0.000864553	-0.0210001	0.0341397	0.00638664	0.0125261	0.00880565	0.0139144	-0.025637
HG00637	HG00637	-0.00652637	-0.0189952	0.0164304	-0.0023392	-0.0319463	-0.0222919	0.0164897	-0.039782	-0.00250837	0.000791158
HG00638	HG00638	-0.00789209	-0.0114649	0.0172245	6.9856e-05	0.0360069	-0.0358985	0.042778	-0.0120585	-0.018646	-0.0121393
HG00640	HG00640	-0.00754621	-0.01902	0.0134714	0.00283483	-0.00718601	-0.00247909	-0.0133263	0.0288805	0.0179547	-0.0189028
HG00641	HG00641	-0.000606759	-0.0143712	0.0132518	-0.00557528	0.0419424	-0.00183636	-0.0128135	0.0150119	0.0144957	-0.00793328
HG00650	HG00650	-0.0179017	0.032898	-0.00207743	-0.0150312	0.0183391	-0.00248813	-0.0285106	-0.018635	0.0309942	0.0416429
HG00651	HG00651	-0.0172271	0.0334399	0.00518929	-0.00513363	-0.0226883	-0.0272596	-0.0112421	-0.0171287	-0.0099543	-0.00656562
HG00653	HG00653	-0.0175724	0.0366182	0.000852106	-0.013595	0.000864805	0.00795198	-0.0158379	-0.0171865	0.0264193	-0.0350104
HG00654	HG00654	-0.017194	0.0316859	0.0049774	-0.0221167	0.00958469	0.00687074	0.00781442	-0.0375979	0.0109215	0.00480277
HG00656	HG00656	-0.0160113	0.0291499	0.00123805	-0.0329881	-0.00483087	0.0193022	-0.0251661	-0.0120948	0.0148059	-0.0153321
HG00657	HG00657	-0.0175389	0.0330833	-0.00196273	-0.0132507	0.00572595	-0.0189228	-0.0112585	0.00803771	-0.0242286	0.00948539
HG00662	HG00662	-0.017106	0.0316436	0.0084456	-0.0127963	-0.0118461	-0.02133	0.000224615	-0.000270013	0.00699527	-0.00775739
HG00663	HG00663	-0.0190392	0.0333745	0.00639848	-0.00755622	0.0288877	0.00224745	-0.00227422	-0.00850638	0.000857211	-0.0121171
HG00671	HG00671	-0.0175036	0.0324565	0.00594291	-0.00858299	-0.021502	-0.0302729	-0.0322042	-0.0124822	-0.00322894	-0.0150021
HG00672	HG00672	-0.0159347	0.037098	0.00232076	-0.0218076	-0.00252089	-0.00558222	0.0156367	-0.0194897	-0.00359463	0.00730976
HG00674	HG00674	-0.0181734	0.0345936	0.00317635	-0.0162206	-0.00326538	-0.00273594	-0.0044923	-0.0176413	0.00685789	-0.000634662
HG00675	HG00675	-0.0149141	0.0332172	0.0060491	-0.0109048	-0.0149815	-0.00644817	0.00263535	0.00803082	0.0271376	0.00338041
HG00683	HG00683	-0.0161918	0.0315887	-0.00751702	-0.01141	0.0408879	-0.000933496	-0.0055728	0.0118622	-0.0044224	-0.0194511
HG00684	HG00684	-0.017758	0.031042	0.00370589	-0.0154949	0.00433253	-0.00426563	-0.010202	-0.00319477	0.00725988	5.20219e-05
HG00689	HG00689	-0.0150466	0.0343539	0.00165856	-0.0132678	0.0113398	-0.0126184	-0.00613027	0.0102459	-0.0187886	0.0292686
HG00690	HG00690	-0.0161921	0.0350493	0.00201279	-0.0243341	0.028589	0.00303099	0.013762	-0.0228229	-0.0118012	0.00909594
HG00692	HG00692	-0.0162956	0.0306159	-0.00687019	-0.015485	0.0148825	-0.0142812	-0.0339223	-0.0210849	-0.0131382	-0.00833596
HG00693	HG00693	-0.0172554	0.0348055	0.00484035	-0.0176391	0.0305268	-0.0156241	-0.0284777	-0.0126632	-0.0263961	-0.0146919
HG00698	HG00698	-0.015853	0.033603	0.00897131	-0.0137402	-0.0032793	0.0138127	-0.00311505	0.00680589	0.0329254	0.00873374
HG00699	HG00699	-0.0165635	0.0344178	0.00259244	-0.00715583	0.00718397	-0.00501263	0.00794242	-0.00924136	-0.00573567	-0.00380924
HG00701	HG00701	-0.0174777	0.0344311	0.00393376	-0.0152995	-0.00296989	0.0088825	-0.00516578	-0.0123671	-0.00614985	0.00763788
HG00704	HG00704	-0.014908	0.0346215	0.00253726	-0.0148434	0.0195915	-0.00857962	-0.0118426	-0.00183322	0.0127606	0.00916672
HG00705	HG00705	-0.0171728	0.0354322	-0.00109438	-0.0154438	0.0410007	-0.0232304	0.0132483	0.0236615	-0.0411763	-0.00404327
HG00707	HG00707	-0.0170987	0.0338179	0.0135121	-0.0137736	-0.0107693	0.00753635	-0.0110452	0.000986239	0.00612589	-0.00421799
HG00708	HG00708	-0.0173515	0.0322637	0.00386969	-0.0160559	-0.00699407	-0.0173564	-0.0226382	0.0125095	0.0171214	-0.0152595
HG00717	HG00717	-0.0158992	0.0332638	0.00264209	-0.0214221	0.0270816	-0.0259525	0.0193003	0.0117466	0.00573886	-0.00223737
HG00728	HG00728	-0.0166216	0.0288792	-0.00301941	-0.0022929	0.0303869	-0.0372097	-0.00536795	0.00403016	-0.0256623	0.00423676
HG00729	HG00729	-0.0174627	0.0331224	-0.0014754	-0.0193327	0.0164744	-0.00918512	-0.00369149	-0.0376296	0.00746867	-0.0117599
HG00731	HG00731	-0.0115551	-0.0190184	0.013467	-0.00851341	-0.0328286	-0.0201019	0.0252883	-0.00455818	-0.000680674	-0.0162828
HG00732	HG00732	-0.011468	-0.0130818	0.0200332	0.0135975	0.0189214	-0.0381798	0.0114983	0.0104819	0.0193503	-0.0342366
HG00734	HG00734	-0.00722265	-0.0120279	0.0380936	0.0133864	-0.0226303	0.00763745	0.0157588	0.00197202	0.017323	-0.0303441
HG00736	HG00736	-0.005762	-0.0218552	0.0148218	-0.0161581	0.0111805	-0.0345206	0.0359461	0.0025161	-0.0282098	0.0259853
HG00737	HG00737	0.00275439	-0.0169978	0.0130413	-0.00232077	0.0345289	0.00311074	-0.0159639	0.0280255	0.0292638	0.0123943
HG00739	HG00739	-0.0106918	-0.0259014	0.0143053	-0.0161176	-0.0022625	0.00229925	0.000222577	-0.021203	0.0062321	0.0190223
HG00740	HG00740	0.0073939	-0.0156349	0.00789441	-0.0120609	0.0161063	0.0179163	-0.00737385	-0.00319648	0.0308872	0.0120674
HG00742	HG00742	-0.00505621	-0.0269084	0.0145096	-0.0143016	-0.0117011	-0.019491	0.032589	-0.00985055	0.0510643	0.00215593
HG00743	HG00743	-0.00733083	-0.0211539	0.0110388	-0.00351362	0.0154233	-0.0173465	0.0224713	-0.0661459	0.0413741	0.0311498
HG00759	HG00759	-0.0168717	0.0321483	0.00535561	-0.0208648	0.0151507	-0.0111058	-0.0145827	-0.00779986	0.0258293	0.0287177
HG00766	HG00766	-0.0179852	0.0307221	0.00569656	-0.0123369	0.00700773	-0.0317954	-0.0114747	-0.00305251	0.0545525	0.0257387
HG00844	HG00844	-0.0157545	0.0306938	0.00468803	-0.0214287	0.0185737	-0.0217282	-0.0299806	0.0107252	0.0197987	-0.000802007
HG00851	HG00851	-0.016191	0.0328122	0.00952032	-0.0100702	0.0134777	-0.0282462	-0.0287049	0.00194165	0.0424829	-0.00932541
HG00864	HG00864	-0.0179703	0.029877	0.00104899	-0.0210974	0.00921762	0.0113819	-0.0220952	-0.0256982	0.0226093	0.0244989
HG00867	HG00867	-0.0174436	0.0326522	0.00122314	-0.0110182	0.00610455	-0.0345925	-0.0759007	-0.0130589	0.0304026	-0.0239596
HG00879	HG00879	-0.0154127	0.0331759	0.00511549	-0.0244633	0.0106147	-0.00521863	-0.0268362	-0.0186803	0.0181955	0.00466911
HG00881	HG00881	-0.0168832	0.0311305	-0.00313788	-0.0179017	0.065175	-0.034505	-0.0234274	0.000968321	0.0147176	0.0354718
HG00956	HG00956	-0.0154215	0.031876	-0.00194508	-0.0237503	0.0254346	-0.047977	-0.00869965	0.013972	0.0181832	0.0357238
HG00978	HG00978	-0.0171376	0.0361434	-0.000664175	-0.0165127	0.0315546	-0.0200737	-0.0190319	0.00534175	-0.00249533	0.0362496
HG00982	HG00982	-0.0171735	0.0356203	0.00647817	-0.0259008	0.00826624	-0.0380046	-0.0550347	-0.0292377	0.0221632	-0.00786604
HG01028	HG01028	-0.0170511	0.030428	0.00233561	-0.0179584	0.00560346	-0.0242555	-0.0165315	-0.019846	-0.0253302	-0.0140652
HG01029	HG01029	-0.0186624	0.0290711	0.00855243	-0.0153864	-0.00572784	-0.0218493	-0.0382028	0.0177553	0.0175254	0.00609718
HG01031	HG01031	-0.0178015	0.0282032	0.00294187	-0.020387	0.00437702	-0.0214863	-0.0255229	-0.0082392	0.0390673	0.0292961
HG01046	HG01046	-0.0168651	0.0348394	-0.00159152	-0.0273628	0.0305108	-0.0154518	-0.0363812	0.00469081	-0.012904	0.00324968
HG01047	HG01047	-0.00904319	-0.0179402	0.0189795	-0.00883736	-0.0390961	-0.0342042	0.0482488	-0.0270047	0.00604136	0.0318896
HG01048	HG01048	-0.00265171	-0.0174129	0.00774597	5.50681e-05	0.0393625	-0.0328423	0.0297747	-0.0145261	0.0404155	0.0205605
HG01049	HG01049	-0.0077594	-0.0166254	0.0223228	0.0047854	-0.0113574	-0.00410804	0.0126923	-0.00350273	0.0158273	-0.0344217
HG01051	HG01051	0.00831707	-0.00362888	0.0189023	0.0201129	0.00490219	0.0159491	0.0227811	-0.00754252	0.0217013	-0.00471617
HG01052	HG01052	0.000101257	-0.0194137	0.0118369	-0.0111343	-0.0123433	-0.00579657	0.0119289	-0.017419	-0.0297883	0.00939261
HG01054	HG01054	-0.00892675	-0.0220985	0.0166889	-0.00754452	-0.0364464	-0.0266886	0.0336085	-0.0241146	-0.0105273	-0.0200633
HG01055	HG01055	-0.00677692	-0.0151563	0.0237391	-0.000763843	0.0154876	0.0158479	0.040088	-0.0230017	0.0236471	-0.0065028
HG01058	HG01058	-0.00794115	-0.0190137	0.0143291	-0.00494672	0.0187897	0.0208458	-0.00191293	-0.0241047	0.0230254	-0.000995098
HG01060	HG01060	-0.0109688	-0.0212547	0.0105639	-0.0178596	0.0383215	0.011743	0.0571597	-0.0312553	-0.0139691	0.0175323
HG01061	HG01061	-0.0108826	-0.0188482	0.0183492	-0.0108603	-0.00275593	0.000325031	-0.00398488	-0.0280989	-0.0211081	-0.0351628
HG01063	HG01063	0.01747	-0.00153068	0.00156601	-0.00314898	0.0163367	-0.0042446	0.0208232	0.0233957	-0.000805036	0.00517226
HG01064	HG01064	-0.00364843	-0.00861491	0.0203707	0.0111124	-0.0122295	-0.018337	0.0134206	-0.0109678	-0.0110594	-0.0063711
HG01066	HG01066	-0.0079396	-0.0229976	0.0107653	-0.0136921	-0.0363029	-0.0150534	0.0113057	-0.0359253	-0.0483121	-0.0175455
HG01067	HG01067	-0.00615108	-0.0240778	0.00843297	-0.0293618	0.0300701	-0.00474253	0.0255415	0.0167345	0.0420697	0.00507327
HG01069	HG01069	-0.00829731	-0.0218257	0.00929738	-0.00627359	-0.00384573	-0.0363564	0.0134612	0.0249465	0.00228396	-0.0552364
HG01070	HG01070	-0.0106928	-0.0147786	0.0147583	-0.00343133	0.0412087	-0.0296381	0.0236934	0.0115691	-0.00930134	-0.0196161
HG01072	HG01072	-0.0089774	-0.0116811	0.0270059	0.00905932	0.0276363	-0.00184825	0.0195137	0.0076998	0.0749081	0.0460263
HG01073	HG01073	-0.00781897	-0.0226781	0.0139682	-0.01516	0.0223386	-0.0369071	0.0284685	0.000230888	0.00729738	0.00619733
HG01075	HG01075	-0.00751272	-0.0250294	0.0024398	-0.0190066	0.0227702	0.00484648	0.0072914	-0.0262842	-0.00605667	0.0100805
HG01077	HG01077	-0.00535115	-0.0163617	0.0129953	0.00218923	-0.0270351	-0.0171562	0.0219326	0.0175791	0.038642	-0.028198
HG01079	HG01079	-0.00593451	-0.0222972	0.00892856	-0.00720942	0.0459218	-0.0302484	0.0303698	0.0207761	-0.00532874	0.00877253
HG01080	HG01080	-0.00401636	-0.0191387	0.00918273	-0.00479452	0.0128214	-0.0352381	0.030901	-0.00544845	0.00452991	-0.0410753
HG01082	HG01082	-0.00616981	-0.0184159	0.0228245	-0.00646257	-0.00616311	0.0268645	0.00981767	0.00204218	0.0136916	0.0432194
HG01083	HG01083	0.0014251	-0.0238043	0.00842148	-0.0150589	0.00425342	-0.0291974	0.0144319	0.0335318	0.00975939	-0.00385341
HG01085	HG01085	-0.00483298	-0.0130376	0.00990187	0.0036933	0.0193055	-0.0252932	0.0134176	-0.00430199	0.0185492	0.0177215
HG01086	HG01086	-0.00907245	-0.012047	0.0138985	0.00912128	0.0248836	0.00327935	0.0211468	-0.0479136	0.000104878	0.0170932
HG01088	HG01088	-0.00276459	-0.0166022	0.0123751	-0.00504133	0.0139326	0.00238162	-0.00772455	0.00878458	0.065904	0.00764943
HG01089	HG01089	-0.00677114	-0.0205749	0.0152227	-0.00690536	0.00611268	0.0236867	0.02877	-0.0110505	0.0142282	0.0100461
HG01092	HG01092	-0.00273283	-0.00547687	0.021554	0.0161392	0.0181655	-0.0307497	0.0197444	-0.00182469	0.0118549	-0.00859821
HG01094	HG01094	0.00323601	-0.0210404	0.00776102	-0.0157915	0.0346183	-0.0309169	0.00771976	0.0209214	0.0281708	-0.0237815
HG01095	HG01095	-0.000638307	-0.0131726	0.0139101	-0.00261954	0.00815496	-0.0197544	0.00124022	-0.0058434	-0.0124402	0.00636883
HG01097	HG01097	-0.0064245	-0.0197521	0.0168643	0.00144723	0.0229759	0.0124519	0.012711	-0.00973728	0.0639726	0.0296822
HG01098	HG01098	-0.00741903	-0.0211565	0.0112559	-0.0124233	0.00682063	0.00610822	0.0189073	-0.0362597	0.0155591	-0.00111132
HG01101	HG01101	-0.00842334	-0.0182696	0.00420775	-0.00657716	0.0416847	-0.0214331	0.021835	0.00530717	0.0109012	0.00549676
HG01102	HG01102	0.00695435	-0.0147527	0.0152816	-0.00688837	0.0167507	-0.00572138	0.000152093	0.0178251	0.0179115	0.00210474
HG01104	HG01104	-0.00858113	-0.0145808	0.0201191	0.0125136	-0.00014808	-0.0623265	0.01231	-0.0229378	-0.0497734	-0.0399949
HG01105	HG01105	-0.00192268	-0.0193142	0.00585439	-0.0128556	0.0187046	0.00285044	0.0228597	-0.0256724	0.0269574	-0.0285332
HG01107	HG01107	0.0109524	-0.00366699	0.0113424	0.00769895	0.0119737	0.0023424	0.0158603	-0.0192149	-0.0272867	0.00412468
HG01108	HG01108	0.0181428	0.00505259	0.0173839	0.0308964	-0.0212863	-0.0374082	-0.0151414	0.0243718	-0.00619621	-0.0513478
HG01110	HG01110	-0.00893097	-0.0147487	0.0299317	0.00895644	-0.0136374	-0.0138686	-0.00953965	-0.016989	-0.0136677	0.0112622
HG01111	HG01111	-0.00612859	-0.0279925	0.0143716	-0.0141681	0.0192029	-0.00349205	0.0206193	0.0170145	0.0507823	0.0115161
HG01112	HG01112	-0.0104729	-0.029744	0.00932833	-0.015463	-0.00457777	-0.00357169	0.00641354	-0.0225809	0.0222696	-0.0127056
